Base Number,Pick Up Date,Number of Trips,Number of Vehicles
B01069,05/05/2015, 186 , 14 
B01079,05/05/2015, 135 , -   
B01109,05/05/2015, 698 , 80 
B01129,05/05/2015, 244 , 23 
B01148,05/05/2015, 338 , 55 
B01177,05/05/2015, 129 , 13 
B01197,05/05/2015, 345 , 91 
B01231,05/05/2015, 293 , 30 
B01265,05/05/2015, 485 , 72 
B01269,05/05/2015, 39 , 6 
B01280,05/05/2015, 192 , 23 
B01306,05/05/2015, 36 , 7 
B01313,05/05/2015, 16 , 14 
B01332,05/05/2015, 46 , 6 
B01336,05/05/2015, 173 , 18 
B01351,05/05/2015, 42 , 6 
B01367,05/05/2015, 187 , 73 
B01379,05/05/2015, 84 , 6 
B01391,05/05/2015, 156 , 13 
B01398,05/05/2015, 1 , -   
B01417,05/05/2015, 193 , -   
B01424,05/05/2015, 29 , 4 
B01445,05/05/2015, 166 , 46 
B01452,05/05/2015, 168 , 13 
B01453,05/05/2015, 156 , 6 
B01478,05/05/2015, 77 , 10 
B01509,05/05/2015, 762 , 69 
B01514,05/05/2015, 53 , 12 
B01522,05/05/2015, 80 , 14 
B01537,05/05/2015, 161 , 15 
B01546,05/05/2015, 81 , 8 
B01559,05/05/2015, 335 , 20 
B01568,05/05/2015, 237 , 34 
B01606,05/05/2015," 1,757 ", 118 
B01608,05/05/2015, 15 , 5 
B01623,05/05/2015, 37 , 9 
B01625,05/05/2015, 104 , 9 
B01626,05/05/2015," 1,233 ", 121 
B01635,05/05/2015, 49 , 8 
B01642,05/05/2015, 228 , -   
B01653,05/05/2015, 112 , 10 
B01675,05/05/2015, 140 , 14 
B01678,05/05/2015, 49 , 5 
B01679,05/05/2015, 36 , 3 
B01726,05/05/2015, 917 , 152 
B01727,05/05/2015, 6 , 4 
B01730,05/05/2015, 449 , 100 
B01733,05/05/2015, 71 , 9 
B01738,05/05/2015, 169 , 24 
B01741,05/05/2015, 79 , 18 
B01742,05/05/2015, 32 , 13 
B01779,05/05/2015, 54 , 18 
B01808,05/05/2015, 61 , 10 
B01849,05/05/2015, 7 , 5 
B01854,05/05/2015, 82 , 30 
B01868,05/05/2015, 2 , 2 
B01875,05/05/2015, 428 , 59 
B01876,05/05/2015, 1 , 1 
B01877,05/05/2015, 268 , 116 
B01899,05/05/2015," 1,027 ", 99 
B01912,05/05/2015, 42 , -   
B01913,05/05/2015, 46 , 18 
B01928,05/05/2015, 4 , 3 
B01957,05/05/2015, 4 , 1 
B01973,05/05/2015, 89 , 17 
B01979,05/05/2015, 1 , 1 
B01984,05/05/2015, 721 , 103 
B01990,05/05/2015, 124 , 44 
B01995,05/05/2015, 134 , 14 
B02003,05/05/2015, 167 , 82 
B02016,05/05/2015, 160 , 55 
B02021,05/05/2015, 36 , 5 
B02022,05/05/2015, 91 , 28 
B02026,05/05/2015, 3 , 1 
B02054,05/05/2015, 30 , 10 
B02095,05/05/2015, 175 , 104 
B02096,05/05/2015, 10 , 8 
B02106,05/05/2015, 3 , -   
B02110,05/05/2015, 147 , 10 
B02120,05/05/2015, 407 , 123 
B02127,05/05/2015, 4 , 3 
B02133,05/05/2015, 107 , 36 
B02142,05/05/2015, 2 , 2 
B02144,05/05/2015, 13 , 10 
B02147,05/05/2015, 17 , 13 
B02155,05/05/2015, 12 , 9 
B02157,05/05/2015, 155 , 87 
B02167,05/05/2015, 4 , 2 
B02182,05/05/2015, 4 , 2 
B02183,05/05/2015, 9 , 9 
B02191,05/05/2015, 47 , 19 
B02217,05/05/2015, 40 , 10 
B02240,05/05/2015, 21 , 11 
B02248,05/05/2015, 13 , 1 
B02249,05/05/2015, 227 , 38 
B02252,05/05/2015, 4 , 3 
B02265,05/05/2015, 33 , 3 
b02301,05/05/2015, 406 , 24 
B02306,05/05/2015, 85 , 20 
B02308,05/05/2015, 35 , 22 
B02342,05/05/2015, 37 , -   
B02378,05/05/2015, 1 , 1 
B02389,05/05/2015, 71 , 16 
B02397,05/05/2015, 113 , 9 
B02410,05/05/2015, 99 , 24 
B02423,05/05/2015, 20 , 3 
B02435,05/05/2015, 4 , 3 
B02440,05/05/2015, 69 , 21 
B02447,05/05/2015, 4 , 4 
B02468,05/05/2015, 140 , 34 
B02469,05/05/2015, 1 , 1 
B02470,05/05/2015, 27 , 10 
B02471,05/05/2015, 13 , 5 
B02475,05/05/2015, 11 , 7 
B02491,05/05/2015, 32 , 4 
B02511,05/05/2015, 30 , 13 
B02517,05/05/2015, 5 , 5 
B02524,05/05/2015, 20 , 6 
B02532,05/05/2015, 22 , -   
B02541,05/05/2015, 8 , 5 
B02542,05/05/2015, 2 , 1 
B02543,05/05/2015, 71 , 9 
B02547,05/05/2015, 7 , 6 
B02554,05/05/2015, 6 , 4 
B02573,05/05/2015, 289 , 37 
B02574,05/05/2015, 76 , 41 
B02590,05/05/2015, 70 , -   
B02599,05/05/2015, 18 , 5 
B02629,05/05/2015, 17 , 6 
B02637,05/05/2015, 5 , 5 
B02653,05/05/2015, 960 , 112 
B02658,05/05/2015, 36 , 2 
B02661,05/05/2015, 124 , -   
B02664,05/05/2015, 6 , 4 
B02666,05/05/2015, 9 , 6 
B02667,05/05/2015, 5 , 3 
B02673,05/05/2015, 10 , 6 
B02675,05/05/2015, 36 , 2 
B02681,05/05/2015, 4 , 2 
B02686,05/05/2015, 10 , 7 
B02689,05/05/2015, 1 , 1 
B02695,05/05/2015, 8 , 3 
B02705                  ,05/05/2015, 1 , 1 
B02710,05/05/2015, 6 , 6 
B02712,05/05/2015, 7 , 7 
B02715,05/05/2015, 140 , 34 
B02716,05/05/2015, 86 , 1 
B02718,05/05/2015, 2 , 2 
B02723,05/05/2015, 20 , -   
B02725,05/05/2015, 111 , 1 
B02726,05/05/2015, 124 , 9 
B02731,05/05/2015, 31 , 3 
B02751,05/05/2015, 1 , 1 
B02753,05/05/2015, 31 , 11 
B02783,05/05/2015, 52 , 5 
B02808,05/05/2015, 10 , 4 
B00008,05/06/2015, 155 , 17 
B00009,05/06/2015, 125 , 16 
B00013,05/06/2015, 458 , 118 
B00014,05/06/2015, 604 , 166 
B00021,05/06/2015, 708 , 61 
B00029,05/06/2015, 563 , 50 
B00030,05/06/2015, 137 , 14 
B00035,05/06/2015, 67 , 31 
B00078,05/06/2015, 93 , 41 
B00083,05/06/2015, 33 , 13 
B00084,05/06/2015, 15 , 11 
B00160,05/06/2015, 277 , 22 
B00170,05/06/2015, 51 , 9 
B00202,05/06/2015, 96 , 18 
B00221,05/06/2015, 559 , 87 
B00235,05/06/2015, 24 , 13 
B00236,05/06/2015, 37 , 14 
B00248,05/06/2015," 1,027 ", 126 
B00254,05/06/2015," 1,355 ", 289 
B00256,05/06/2015," 2,771 ", 642 
B00272,05/06/2015, 418 , 149 
B00277,05/06/2015, 146 , 41 
B00281,05/06/2015, 130 , 10 
B00296,05/06/2015, 113 , 42 
B00310,05/06/2015," 1,656 ", 142 
B00319,05/06/2015, 117 , 11 
B00334,05/06/2015, 175 , 43 
B00373,05/06/2015, 370 , 37 
B00381,05/06/2015, 480 , 126 
B00411,05/06/2015, 247 , 65 
B00412,05/06/2015, 460 , 88 
B00448,05/06/2015, 8 , 3 
B00477,05/06/2015," 1,250 ", 159 
B00492,05/06/2015, 323 , 21 
B00552,05/06/2015, 46 , 33 
B00608,05/06/2015, 180 , 45 
B00619,05/06/2015, 29 , 7 
B00623,05/06/2015, 21 , 7 
B00652,05/06/2015, 134 , 16 
B00706,05/06/2015, 700 , 19 
B00789,05/06/2015, 933 , 234 
b00833,05/06/2015, 63 , -   
B00837,05/06/2015, 640 , 187 
b00881,05/06/2015, 23 , 13 
B00888,05/06/2015, 177 , 44 
B00906,05/06/2015, 76 , 13 
b00941,05/06/2015, 57 , -   
B00975,05/06/2015, 624 , 48 
b00983,05/06/2015, 72 , 9 
b01013,05/06/2015, 13 , 6 
B01016,05/06/2015, 885 , 69 
B01020,05/06/2015, 60 , 13 
b01039,05/06/2015, 10 , 10 
b01048,05/06/2015, 57 , 8 
B01066,05/06/2015, 661 , 84 
B01069,05/06/2015, 140 , 12 
B01079,05/06/2015, 143 , -   
B01109,05/06/2015, 681 , 82 
B01129,05/06/2015, 225 , 23 
B01148,05/06/2015, 357 , 53 
B01177,05/06/2015, 135 , 11 
B01197,05/06/2015, 368 , 89 
B01231,05/06/2015, 244 , 33 
B01265,05/06/2015, 270 , 60 
B01269,05/06/2015, 39 , 6 
B01280,05/06/2015, 301 , 26 
B01306,05/06/2015, 33 , 8 
B01313,05/06/2015, 13 , 12 
B01332,05/06/2015, 49 , 9 
B01336,05/06/2015, 208 , 21 
B01367,05/06/2015, 245 , 76 
B01379,05/06/2015, 94 , 5 
B01391,05/06/2015, 147 , 13 
B01398,05/06/2015, 1 , -   
B01417,05/06/2015, 234 , -   
B01424,05/06/2015, 29 , 4 
B01445,05/06/2015, 342 , 55 
B01452,05/06/2015, 188 , 13 
B01453,05/06/2015, 198 , 11 
B01475,05/06/2015, 1 , -   
B01478,05/06/2015, 64 , 11 
B01509,05/06/2015, 806 , 71 
B01514,05/06/2015, 63 , 12 
B01522,05/06/2015, 80 , 17 
B01537,05/06/2015, 137 , 16 
B01546,05/06/2015, 74 , 8 
B01559,05/06/2015, 349 , 22 
B01568,05/06/2015, 264 , 36 
B01606,05/06/2015," 1,571 ", 109 
B01608,05/06/2015, 14 , 6 
B01623,05/06/2015, 54 , 10 
B01625,05/06/2015, 106 , 9 
B01626,05/06/2015," 1,186 ", 113 
B01635,05/06/2015, 41 , 6 
B01642,05/06/2015, 304 , -   
B01653,05/06/2015, 117 , 11 
B01675,05/06/2015, 141 , 14 
B01678,05/06/2015, 41 , 5 
B01679,05/06/2015, 92 , 7 
B01726,05/06/2015, 924 , 156 
B01727,05/06/2015, 8 , 5 
B01730,05/06/2015, 525 , 102 
B01733,05/06/2015, 64 , 7 
B01738,05/06/2015, 170 , 23 
B01741,05/06/2015, 112 , 17 
B01742,05/06/2015, 26 , 11 
B01779,05/06/2015, 61 , 21 
B01808,05/06/2015, 77 , 10 
B01849,05/06/2015, 9 , 5 
B01854,05/06/2015, 84 , 26 
B01868,05/06/2015, 1 , 1 
B01875,05/06/2015, 476 , 63 
B01876,05/06/2015, 4 , 2 
B01877,05/06/2015, 312 , 130 
B01899,05/06/2015, 986 , 100 
B01912,05/06/2015, 40 , -   
B01913,05/06/2015, 77 , 19 
B01928,05/06/2015, 11 , 7 
B01957,05/06/2015, 12 , 2 
B01973,05/06/2015, 71 , 15 
B01979,05/06/2015, 1 , 1 
B01984,05/06/2015, 832 , 109 
B01990,05/06/2015, 111 , 40 
B01995,05/06/2015, 110 , 14 
B02003,05/06/2015, 321 , 93 
B02016,05/06/2015, 180 , 56 
B02021,05/06/2015, 54 , 6 
B02022,05/06/2015, 90 , 26 
B02026,05/06/2015, 2 , 1 
B02054,05/06/2015, 34 , 10 
B02095,05/06/2015, 190 , 95 
B02096,05/06/2015, 12 , 7 
B02106,05/06/2015, 4 , -   
B02110,05/06/2015, 123 , 9 
B02120,05/06/2015, 402 , 120 
B02127,05/06/2015, 4 , 2 
B02133,05/06/2015, 121 , 36 
B02142,05/06/2015, 1 , 1 
B02144,05/06/2015, 24 , 10 
B02147,05/06/2015, 21 , 10 
B02155,05/06/2015, 19 , 14 
B02157,05/06/2015, 202 , 90 
B02167,05/06/2015, 4 , 1 
B02182,05/06/2015, 4 , 2 
B02183,05/06/2015, 15 , 15 
B02191,05/06/2015, 64 , 19 
B02217,05/06/2015, 34 , 13 
B02240,05/06/2015, 13 , 6 
B02249,05/06/2015, 195 , 41 
B02252,05/06/2015, 10 , 5 
B02265,05/06/2015, 28 , 2 
b02301,05/06/2015, 402 , 26 
B02306,05/06/2015, 78 , 20 
B02308,05/06/2015, 30 , 20 
B02342,05/06/2015, 36 , -   
B02389,05/06/2015, 66 , 16 
B02397,05/06/2015, 139 , 9 
B02410,05/06/2015, 78 , 20 
B02423,05/06/2015, 18 , 3 
B02435,05/06/2015, 14 , 5 
B02440,05/06/2015, 80 , 25 
B02447,05/06/2015, 4 , 4 
B02468,05/06/2015, 146 , 36 
B02469,05/06/2015, 1 , 1 
B02470,05/06/2015, 27 , 9 
B02471,05/06/2015, 16 , 11 
B02475,05/06/2015, 6 , 4 
B02491,05/06/2015, 28 , 5 
B02511,05/06/2015, 30 , 13 
B02517,05/06/2015, 16 , 12 
B02524,05/06/2015, 23 , 11 
B02532,05/06/2015, 60 , -   
B02541,05/06/2015, 10 , 6 
B02542,05/06/2015, 1 , 1 
B02543,05/06/2015, 58 , 9 
B02547,05/06/2015, 7 , 5 
B02554,05/06/2015, 5 , 4 
B02564,05/06/2015, 2 , 1 
B02573,05/06/2015, 318 , 37 
B02574,05/06/2015, 67 , 42 
B02590,05/06/2015, 72 , -   
B02599,05/06/2015, 8 , 3 
B02629,05/06/2015, 14 , 6 
B02637,05/06/2015, 7 , 5 
B02638,05/06/2015, 2 , 1 
B02653,05/06/2015, 696 , 110 
B02658,05/06/2015, 4 , 2 
B02661,05/06/2015, 134 , -   
B02664,05/06/2015, 10 , 5 
B02666,05/06/2015, 5 , 5 
B02667,05/06/2015, 8 , 6 
B02673,05/06/2015, 7 , 4 
B02675,05/06/2015, 21 , 2 
B02681,05/06/2015, 5 , 4 
B02686,05/06/2015, 14 , 10 
B02695,05/06/2015, 11 , 2 
B02705                  ,05/06/2015, 2 , 2 
B02710,05/06/2015, 6 , 6 
B02712,05/06/2015, 6 , 6 
B02715,05/06/2015, 146 , 36 
B02716,05/06/2015, 99 , 1 
B02723,05/06/2015, 21 , -   
B02725,05/06/2015, 132 , 1 
B02726,05/06/2015, 112 , 10 
B02731,05/06/2015, 24 , 2 
B02751,05/06/2015, 3 , 3 
B02753,05/06/2015, 33 , 11 
B02754,05/06/2015, 17 , 2 
B02783,05/06/2015, 42 , 5 
B02808,05/06/2015, 6 , 2 
B00008,05/07/2015, 149 , 18 
B00009,05/07/2015, 125 , 16 
B00013,05/07/2015, 426 , 116 
B00014,05/07/2015, 571 , 167 
B00021,05/07/2015, 674 , 68 
B00029,05/07/2015, 568 , 48 
B00030,05/07/2015, 109 , 11 
B00035,05/07/2015, 78 , 33 
B00078,05/07/2015, 101 , 46 
B00083,05/07/2015, 30 , 16 
B00084,05/07/2015, 30 , 20 
B00160,05/07/2015, 319 , 22 
B00170,05/07/2015, 56 , 8 
B00202,05/07/2015, 69 , 18 
B00221,05/07/2015, 543 , 83 
B00235,05/07/2015, 30 , 14 
B00236,05/07/2015, 39 , 13 
B00248,05/07/2015," 1,009 ", 125 
B00254,05/07/2015," 1,269 ", 288 
B00256,05/07/2015," 3,008 ", 672 
B00272,05/07/2015, 412 , 147 
B00277,05/07/2015, 144 , 41 
B00281,05/07/2015, 143 , 10 
B00296,05/07/2015, 83 , 39 
B00310,05/07/2015," 1,774 ", 149 
B00319,05/07/2015, 120 , 12 
B00334,05/07/2015, 181 , 44 
B00373,05/07/2015, 427 , 35 
B00381,05/07/2015, 397 , 117 
B00411,05/07/2015, 244 , 60 
B00412,05/07/2015, 473 , 95 
B00448,05/07/2015, 13 , 4 
B00477,05/07/2015," 1,244 ", 158 
B00492,05/07/2015, 338 , 22 
B00552,05/07/2015, 42 , 27 
B00608,05/07/2015, 159 , 43 
B00619,05/07/2015, 34 , 7 
B00623,05/07/2015, 15 , 6 
B00652,05/07/2015, 105 , 17 
B00706,05/07/2015, 606 , 19 
B00789,05/07/2015, 949 , 232 
b00833,05/07/2015, 73 , -   
B00837,05/07/2015, 611 , 186 
b00881,05/07/2015, 29 , 18 
B00888,05/07/2015, 160 , 43 
B00906,05/07/2015, 81 , 13 
b00941,05/07/2015, 56 , -   
B00975,05/07/2015, 730 , 50 
b00983,05/07/2015, 76 , 8 
b01013,05/07/2015, 18 , 6 
B01016,05/07/2015, 930 , 68 
B01020,05/07/2015, 72 , 13 
b01039,05/07/2015, 10 , 10 
b01048,05/07/2015, 78 , 9 
B01066,05/07/2015, 669 , 88 
B01069,05/07/2015, 154 , 12 
B01079,05/07/2015, 153 , -   
B01109,05/07/2015, 729 , 82 
B01129,05/07/2015, 231 , 23 
B01148,05/07/2015, 400 , 56 
B01177,05/07/2015, 175 , 12 
B01197,05/07/2015, 328 , 97 
B01231,05/07/2015, 276 , 30 
B01269,05/07/2015, 42 , 6 
B01280,05/07/2015, 203 , 25 
B01306,05/07/2015, 41 , 10 
B01313,05/07/2015, 17 , 13 
B01332,05/07/2015, 61 , 8 
B01336,05/07/2015, 183 , 23 
B01351,05/07/2015, 40 , 6 
B01367,05/07/2015, 256 , 84 
B01379,05/07/2015, 74 , 5 
B01391,05/07/2015, 148 , 13 
B01398,05/07/2015, 1 , -   
B01417,05/07/2015, 218 , -   
B01424,05/07/2015, 24 , 5 
B01445,05/07/2015, 175 , 51 
B01452,05/07/2015, 192 , 15 
B01453,05/07/2015, 164 , 18 
B01475,05/07/2015, 1 , -   
B01478,05/07/2015, 79 , 12 
B01509,05/07/2015, 810 , 73 
B01514,05/07/2015, 55 , 11 
B01522,05/07/2015, 95 , 15 
B01537,05/07/2015, 156 , 17 
B01546,05/07/2015, 85 , 8 
B01559,05/07/2015, 377 , 21 
B01568,05/07/2015, 247 , 32 
B01606,05/07/2015," 1,863 ", 120 
B01608,05/07/2015, 21 , 7 
B01623,05/07/2015, 65 , 10 
B01625,05/07/2015, 108 , 9 
B01626,05/07/2015," 1,213 ", 124 
B01635,05/07/2015, 42 , 8 
B01642,05/07/2015, 298 , -   
B01653,05/07/2015, 120 , 12 
B01675,05/07/2015, 152 , 15 
B01678,05/07/2015, 40 , 5 
B01679,05/07/2015, 84 , 6 
B01726,05/07/2015, 999 , 161 
B01727,05/07/2015, 5 , 3 
B01730,05/07/2015, 455 , 100 
B01733,05/07/2015, 59 , 8 
B01738,05/07/2015, 169 , 25 
B01741,05/07/2015, 67 , 12 
B01742,05/07/2015, 29 , 15 
B01779,05/07/2015, 68 , 23 
B01808,05/07/2015, 71 , 10 
B01849,05/07/2015, 6 , 3 
B01854,05/07/2015, 98 , 28 
B01868,05/07/2015, 2 , 2 
B01875,05/07/2015, 426 , 59 
B01876,05/07/2015, 7 , 5 
B01877,05/07/2015, 280 , 119 
B01899,05/07/2015," 1,004 ", 95 
B01912,05/07/2015, 44 , -   
B01913,05/07/2015, 68 , 19 
B01928,05/07/2015, 7 , 5 
B01957,05/07/2015, 10 , 3 
B01973,05/07/2015, 115 , 19 
B01979,05/07/2015, 1 , 1 
B01984,05/07/2015, 732 , 103 
B01990,05/07/2015, 126 , 42 
B01995,05/07/2015, 118 , 13 
B02003,05/07/2015, 241 , 96 
B02016,05/07/2015, 203 , 61 
B02021,05/07/2015, 39 , 6 
B02022,05/07/2015, 94 , 27 
B02026,05/07/2015, 3 , 1 
B02054,05/07/2015, 25 , 10 
B02095,05/07/2015, 196 , 99 
B02096,05/07/2015, 12 , 7 
B02106,05/07/2015, 2 , -   
B02110,05/07/2015, 112 , 8 
B02120,05/07/2015, 385 , 118 
B02127,05/07/2015, 3 , 2 
B02133,05/07/2015, 111 , 35 
B02142,05/07/2015, 3 , 2 
B02144,05/07/2015, 21 , 10 
B02147,05/07/2015, 16 , 10 
B02155,05/07/2015, 19 , 14 
B02157,05/07/2015, 260 , 104 
B02167,05/07/2015, 6 , 2 
B02182,05/07/2015, 5 , 2 
B02183,05/07/2015, 11 , 11 
B02191,05/07/2015, 52 , 18 
B02217,05/07/2015, 39 , 12 
B02240,05/07/2015, 26 , 12 
B02248,05/07/2015, 14 , 1 
B02249,05/07/2015, 231 , 46 
B02252,05/07/2015, 7 , 3 
B02265,05/07/2015, 53 , 4 
b02301,05/07/2015, 480 , 23 
B02306,05/07/2015, 106 , 19 
B02308,05/07/2015, 45 , 20 
B02342,05/07/2015, 28 , -   
B02378,05/07/2015, 1 , 1 
B02389,05/07/2015, 62 , 17 
B02397,05/07/2015, 109 , 9 
B02410,05/07/2015, 86 , 23 
B02423,05/07/2015, 18 , 3 
B02435,05/07/2015, 14 , 5 
B02440,05/07/2015, 58 , 20 
B02447,05/07/2015, 4 , 4 
B02468,05/07/2015, 190 , 41 
B02470,05/07/2015, 29 , 10 
B02471,05/07/2015, 17 , 8 
B02475,05/07/2015, 20 , 9 
B02491,05/07/2015, 24 , 4 
B02511,05/07/2015, 31 , 13 
B02517,05/07/2015, 15 , 11 
B02524,05/07/2015, 20 , 8 
B02532,05/07/2015, 37 , -   
B02541,05/07/2015, 7 , 5 
B02542,05/07/2015, 1 , 1 
B02543,05/07/2015, 48 , 9 
B02547,05/07/2015, 6 , 4 
B02554,05/07/2015, 7 , 5 
B02564,05/07/2015, 4 , 2 
B02573,05/07/2015, 329 , 37 
B02574,05/07/2015, 83 , 47 
B02590,05/07/2015, 108 , -   
B02599,05/07/2015, 13 , 3 
B02629,05/07/2015, 24 , 6 
B02637,05/07/2015, 7 , 7 
B02653,05/07/2015," 1,102 ", 120 
B02658,05/07/2015, 8 , 1 
B02661,05/07/2015, 154 , -   
B02664,05/07/2015, 4 , 3 
B02666,05/07/2015, 5 , 5 
B02667,05/07/2015, 2 , 2 
B02673,05/07/2015, 3 , 2 
B02675,05/07/2015, 23 , 4 
B02681,05/07/2015, 11 , 4 
B02686,05/07/2015, 4 , 4 
B02689,05/07/2015, 2 , 2 
B02695,05/07/2015, 3 , 1 
B02705                  ,05/07/2015, 3 , 2 
B02710,05/07/2015, 5 , 5 
B02712,05/07/2015, 7 , 7 
B02715,05/07/2015, 190 , 41 
B02716,05/07/2015, 83 , 1 
B02718,05/07/2015, 2 , 2 
B02723,05/07/2015, 20 , -   
B02725,05/07/2015, 106 , 1 
B02726,05/07/2015, 102 , 10 
B02731,05/07/2015, 41 , 3 
B02753,05/07/2015, 32 , 11 
B02754,05/07/2015, 20 , 2 
B02783,05/07/2015, 40 , 5 
B02808,05/07/2015, 10 , 3 
B00008,05/08/2015, 107 , 16 
B00009,05/08/2015, 137 , 17 
B00013,05/08/2015, 307 , 102 
B00014,05/08/2015, 400 , 148 
B00021,05/08/2015, 888 , 67 
B00029,05/08/2015, 646 , 50 
B00030,05/08/2015, 135 , 14 
B00035,05/08/2015, 40 , 23 
B00078,05/08/2015, 80 , 41 
B00083,05/08/2015, 13 , 9 
B00084,05/08/2015, 17 , 12 
B00160,05/08/2015, 281 , 22 
B00170,05/08/2015, 33 , 8 
B00202,05/08/2015, 88 , 17 
B00221,05/08/2015, 532 , 84 
B00235,05/08/2015, 32 , 12 
B00236,05/08/2015, 33 , 13 
B00248,05/08/2015," 1,045 ", 123 
B00254,05/08/2015, 932 , 259 
B00256,05/08/2015," 2,907 ", 683 
B00272,05/08/2015, 309 , 129 
B00277,05/08/2015, 126 , 39 
B00281,05/08/2015, 131 , 10 
B00296,05/08/2015, 71 , 33 
B00310,05/08/2015," 2,023 ", 145 
B00319,05/08/2015, 124 , 12 
B00334,05/08/2015, 196 , 44 
B00373,05/08/2015, 474 , 3 
B00381,05/08/2015, 311 , 100 
B00411,05/08/2015, 182 , 54 
B00412,05/08/2015, 303 , 70 
B00448,05/08/2015, 4 , 1 
B00477,05/08/2015, 872 , 142 
B00492,05/08/2015, 375 , 22 
B00552,05/08/2015, 26 , 23 
B00608,05/08/2015, 122 , 40 
B00619,05/08/2015, 29 , 6 
B00623,05/08/2015, 17 , 4 
B00652,05/08/2015, 139 , 15 
B00706,05/08/2015, 634 , 19 
B00789,05/08/2015, 639 , 209 
b00833,05/08/2015, 76 , -   
B00837,05/08/2015, 473 , 158 
b00881,05/08/2015, 27 , 12 
B00888,05/08/2015, 116 , 37 
B00906,05/08/2015, 69 , 13 
b00941,05/08/2015, 57 , -   
B00975,05/08/2015, 863 , 56 
b00983,05/08/2015, 109 , 9 
b01013,05/08/2015, 11 , 5 
B01016,05/08/2015," 1,142 ", 73 
B01020,05/08/2015, 42 , 11 
b01039,05/08/2015, 10 , 10 
b01048,05/08/2015, 87 , 9 
B01066,05/08/2015, 806 , 88 
B01069,05/08/2015, 176 , 14 
B01079,05/08/2015, 137 , -   
B01109,05/08/2015, 818 , 84 
B01129,05/08/2015, 214 , 23 
B01148,05/08/2015, 437 , 59 
B01177,05/08/2015, 183 , 12 
B01197,05/08/2015, 290 , 92 
B01231,05/08/2015, 217 , 31 
B01269,05/08/2015, 33 , 6 
B01280,05/08/2015, 161 , 26 
B01306,05/08/2015, 38 , 8 
B01313,05/08/2015, 8 , 7 
B01332,05/08/2015, 54 , 10 
B01336,05/08/2015, 148 , 21 
B01351,05/08/2015, 59 , 6 
B01367,05/08/2015, 183 , 73 
B01379,05/08/2015, 48 , 3 
B01391,05/08/2015, 169 , 14 
B01398,05/08/2015, 1 , -   
B01417,05/08/2015, 111 , -   
B01445,05/08/2015, 175 , 46 
B01452,05/08/2015, 157 , 12 
B01453,05/08/2015, 234 , 14 
B01475,05/08/2015, 1 , -   
B01478,05/08/2015, 90 , 12 
B01509,05/08/2015, 866 , 72 
B01514,05/08/2015, 52 , 10 
B01522,05/08/2015, 105 , 16 
B01537,05/08/2015, 161 , 16 
B01546,05/08/2015, 111 , 9 
B01559,05/08/2015, 251 , 18 
B01568,05/08/2015, 287 , 36 
B01606,05/08/2015," 2,183 ", 118 
B01608,05/08/2015, 12 , 6 
B01623,05/08/2015, 56 , 10 
B01625,05/08/2015, 116 , 9 
B01626,05/08/2015," 1,531 ", 129 
B01635,05/08/2015, 25 , 7 
B01642,05/08/2015, 374 , -   
B01653,05/08/2015, 124 , 12 
B01675,05/08/2015, 153 , 18 
B01678,05/08/2015, 42 , 5 
B01679,05/08/2015, 62 , 5 
B01726,05/08/2015," 1,181 ", 166 
B01727,05/08/2015, 4 , 2 
B01730,05/08/2015, 516 , 102 
B01733,05/08/2015, 64 , 10 
B01738,05/08/2015, 201 , 23 
B01741,05/08/2015, 84 , 16 
B01742,05/08/2015, 22 , 9 
B01779,05/08/2015, 41 , 17 
B01808,05/08/2015, 74 , 10 
B01846,05/08/2015, 1 , 1 
B01849,05/08/2015, 9 , 5 
B01854,05/08/2015, 68 , 24 
B01868,05/08/2015, 2 , 2 
B01875,05/08/2015, 240 , 40 
B01876,05/08/2015, 4 , 3 
B01877,05/08/2015, 208 , 96 
B01899,05/08/2015, 890 , 91 
B01912,05/08/2015, 26 , -   
B01913,05/08/2015, 45 , 14 
B01928,05/08/2015, 2 , 2 
B01957,05/08/2015, 8 , 3 
B01973,05/08/2015, 106 , 18 
B01979,05/08/2015, 1 , 1 
B01984,05/08/2015, 789 , 107 
B01990,05/08/2015, 77 , 41 
B01995,05/08/2015, 138 , 13 
B02003,05/08/2015, 209 , 79 
B02016,05/08/2015, 121 , 44 
B02021,05/08/2015, 43 , 6 
B02022,05/08/2015, 65 , 24 
B02026,05/08/2015, 4 , 1 
B02054,05/08/2015, 32 , 12 
B02095,05/08/2015, 126 , 72 
B02096,05/08/2015, 12 , 10 
B02110,05/08/2015, 111 , 8 
B02120,05/08/2015, 335 , 110 
B02127,05/08/2015, 4 , 2 
B02133,05/08/2015, 84 , 30 
B02142,05/08/2015, 5 , 2 
B02144,05/08/2015, 22 , 10 
B02147,05/08/2015, 16 , 12 
B02155,05/08/2015, 17 , 14 
B02157,05/08/2015, 227 , 95 
B02167,05/08/2015, 8 , 2 
B02182,05/08/2015, 5 , 2 
B02183,05/08/2015, 16 , 16 
B02191,05/08/2015, 60 , 18 
B02196,05/08/2015, 1 , 1 
B02217,05/08/2015, 24 , 11 
B02240,05/08/2015, 32 , 12 
B02249,05/08/2015, 293 , 45 
B02252,05/08/2015, 6 , 3 
B02265,05/08/2015, 35 , 3 
b02301,05/08/2015, 572 , 24 
B02306,05/08/2015, 136 , 22 
B02308,05/08/2015, 27 , 18 
B02342,05/08/2015, 23 , -   
B02378,05/08/2015, 2 , 1 
